Codigo,Marca,Modelo,Años,Año_Inicio,Año_Fin,Motor,Cilindros,Tipo,Sistema,Referencias_Cruzadas,Imagen
FP0233,General Motors,Chevrolet,Matiz,,,11-15,1.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS COMPACT,,/web/4/css/assets/product/bomba-electrica/general-motors/29.png
FP0233,General Motors,Pontiac,Matiz (G2),,,11-15,1.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS COMPACT,,/web/4/css/assets/product/bomba-electrica/general-motors/29.png
FP3521,General Motors,Buick,Rendezvous,,,02-04,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS,,/web/4/css/assets/product/bomba-electrica/general-motors/3.png
FP3521,General Motors,Pontiac,Aztek,,,01-04,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS,,/web/4/css/assets/product/bomba-electrica/general-motors/3.png
FP1001,General Motors,Chevrolet,Chevy,,,96-03,1.6L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS COMPACT,,/web/4/css/assets/product/bomba-electrica/general-motors/30.png
FP1001,General Motors,Chevrolet,Chevy C2,,,04-10,1.6L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS COMPACT,,/web/4/css/assets/product/bomba-electrica/general-motors/30.png
FP1001,General Motors,Chevrolet,Monza,,,96-10,1.6L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS COMPACT,,/web/4/css/assets/product/bomba-electrica/general-motors/30.png
FP1004,General Motors,Chevrolet,Chevy,,,98-03,1.6L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS COMPACT,,/web/4/css/assets/product/bomba-electrica/general-motors/31.png
FP1004,General Motors,Chevrolet,Monza,,,98-03,1.6L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS COMPACT,,/web/4/css/assets/product/bomba-electrica/general-motors/31.png
FP1019,General Motors,Chevrolet,Meriva,,,04-09,2.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS ECOTEC,,/web/4/css/assets/product/bomba-electrica/general-motors/32.png
FP1019,General Motors,Chevrolet,Astra,,,04-09,2.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS ECOTEC,,/web/4/css/assets/product/bomba-electrica/general-motors/32.png
FP1019,General Motors,Chevrolet,Zafira,,,04-09,2.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS ECOTEC,,/web/4/css/assets/product/bomba-electrica/general-motors/32.png
FP1402,GENERAL MOTORS,Chevrolet,Cruze,,,14,1.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS ECOTEC,,/web/4/css/assets/product/bomba-electrica/general-motors/33.png
FP1402,GENERAL MOTORS,Chevrolet,Cruze,,,09-15,1.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS ECOTEC,,/web/4/css/assets/product/bomba-electrica/general-motors/33.png
FP1914,GENERAL MOTORS,Chevrolet,Silverado 3500,,,11-14,6.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS HEAVY DUTY,,/web/4/css/assets/product/bomba-electrica/general-motors/34.png
FP1914,GENERAL MOTORS,Chevrolet,Silverado 3500 HD LT,,,11-14,6.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS HEAVY DUTY,,/web/4/css/assets/product/bomba-electrica/general-motors/34.png
FP1914,GENERAL MOTORS,GMC,Sierra 3500,,,11-14,6.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS HEAVY DUTY,,/web/4/css/assets/product/bomba-electrica/general-motors/34.png
FP1914,GENERAL MOTORS,GMC,Sierra 3500 HD SLT,,,11-13,6.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS HEAVY DUTY,,/web/4/css/assets/product/bomba-electrica/general-motors/34.png
FP2247,GENERAL MOTORS,Chevrolet,Colorado,,,12,3.7L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS PICK-UP,,/web/4/css/assets/product/bomba-electrica/general-motors/35.png
FP2247,GENERAL MOTORS,Chevrolet,S10,,,16-17,2.5L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS PICK-UP,,/web/4/css/assets/product/bomba-electrica/general-motors/35.png
FP2497,GENERAL MOTORS,Chevrolet,Suburban LS,,,15-16,5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/36.png
FP2497,GENERAL MOTORS,Chevrolet,Suburban LTZ,,,15-16,5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/36.png
FP2497,GENERAL MOTORS,GMC,Yukon XL Denali,,,15-16,6.2L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/36.png
FP2497,GENERAL MOTORS,GMC,Yukon XL SLT,,,15-16,5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/36.png
FP3009,GENERAL MOTORS,Chevrolet,Captiva Sport,,,12,3.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/37.png
FP3009,GENERAL MOTORS,Chevrolet,Captiva Sport,,,12-15,2.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/37.png
FP3368,GENERAL MOTORS,Chevrolet,Camaro,,,99-02,5.7L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS PERFORMANCE,,/web/4/css/assets/product/bomba-electrica/general-motors/38.png
FP3368,GENERAL MOTORS,Pontiac,Firebird,,,99-02,5.7L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS PERFORMANCE,,/web/4/css/assets/product/bomba-electrica/general-motors/38.png
FP3369,GENERAL MOTORS,Chevrolet,Camaro,,,99-02,3.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS PERFORMANCE,,/web/4/css/assets/product/bomba-electrica/general-motors/39.png
FP3369,GENERAL MOTORS,Pontiac,Firebird,,,99-02,3.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS PERFORMANCE,,/web/4/css/assets/product/bomba-electrica/general-motors/39.png
FP3533,General Motors,Buick,Lesabre,,,00,3.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS,,/web/4/css/assets/product/bomba-electrica/general-motors/4.png
FP3533,General Motors,Pontiac,Bonneville,,,00,3.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS,,/web/4/css/assets/product/bomba-electrica/general-motors/4.png
FP3372,GENERAL MOTORS,Chevrolet,Venture,,,98-01,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS MINIVAN,,/web/4/css/assets/product/bomba-electrica/general-motors/40.png
FP3372,GENERAL MOTORS,Oldsmobile,Silhouette,,,98-01,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS MINIVAN,,/web/4/css/assets/product/bomba-electrica/general-motors/40.png
FP3372,GENERAL MOTORS,Pontiac,Montana,,,99-01,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS MINIVAN,,/web/4/css/assets/product/bomba-electrica/general-motors/40.png
FP3372,GENERAL MOTORS,Pontiac,Trans sport,,,98,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS MINIVAN,,/web/4/css/assets/product/bomba-electrica/general-motors/40.png
FP3501,GENERAL MOTORS,Chevrolet,Silverado 1500,,,99-03,4.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/41.png
FP3501,GENERAL MOTORS,GMC,Sierra 1500,,,99-03,4.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/41.png
FP3501,GENERAL MOTORS,GMC,Sierra 2500,,,99-00,5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/41.png
FP3501,GENERAL MOTORS,GMC,Sierra 2500 HD,,,01-03,8.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/41.png
FP3506,GENERAL MOTORS,Chevrolet,Astro,,,00-05,4.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/42.png
FP3506,GENERAL MOTORS,GMC,Safari,,,00-05,4.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/42.png
FP3507,GENERAL MOTORS,Chevrolet,Cavalier,,,00-05,2.2L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SEDÁN,,/web/4/css/assets/product/bomba-electrica/general-motors/43.png
FP3507,GENERAL MOTORS,Chevrolet,Malibu,,,00-03,3.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SEDÁN,,/web/4/css/assets/product/bomba-electrica/general-motors/43.png
FP3507,GENERAL MOTORS,Pontiac,Grand am,,,00-05,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SEDÁN,,/web/4/css/assets/product/bomba-electrica/general-motors/43.png
FP3507,GENERAL MOTORS,Pontiac,Sunfire,,,00-02,2.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SEDÁN,,/web/4/css/assets/product/bomba-electrica/general-motors/43.png
FP3508,GENERAL MOTORS,Chevrolet,Tahoe,,,00-03,4.8L / 5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/44.png
FP3508,GENERAL MOTORS,GMC,Yukon,,,00-03,4.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/44.png
FP3508,GENERAL MOTORS,GMC,Yukon,,,01-03,6.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/44.png
FP3509,GENERAL MOTORS,Chevrolet,Suburban 1500,,,00-01,5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV EXTENDED,,/web/4/css/assets/product/bomba-electrica/general-motors/45.png
FP3509,GENERAL MOTORS,GMC,Yukon XL 1500,,,00-01,5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV EXTENDED,,/web/4/css/assets/product/bomba-electrica/general-motors/45.png
FP3509,GENERAL MOTORS,GMC,Yukon Denali XL,,,01,6.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV EXTENDED,,/web/4/css/assets/product/bomba-electrica/general-motors/45.png
FP3510,GENERAL MOTORS,Chevrolet,Suburban 2500,,,00-01,6.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS HEAVY DUTY,,/web/4/css/assets/product/bomba-electrica/general-motors/46.png
FP3510,GENERAL MOTORS,Chevrolet,Suburban 2500,,,00,8.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS HEAVY DUTY,,/web/4/css/assets/product/bomba-electrica/general-motors/46.png
FP3510,GENERAL MOTORS,GMC,Yukon XL 2500,,,00-01,6.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS HEAVY DUTY,,/web/4/css/assets/product/bomba-electrica/general-motors/46.png
FP3510,GENERAL MOTORS,GMC,Yukon XL 2500,,,00,8.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS HEAVY DUTY,,/web/4/css/assets/product/bomba-electrica/general-motors/46.png
FP3511,GENERAL MOTORS,Chevrolet,Express 3500,,,98-00,5.7L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS & VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/47.png
FP3511,GENERAL MOTORS,Chevrolet,Express 3500 LS,,,98-00,7.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS & VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/47.png
FP3511,GENERAL MOTORS,GMC,Savana 3500,,,98-00,7.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS & VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/47.png
FP3511,GENERAL MOTORS,GMC,Savana 3500 SLE,,,98-00,7.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS & VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/47.png
FP3514,GENERAL MOTORS,Chevrolet,Lumina,,,00-01,3.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SEDÁN,,/web/4/css/assets/product/bomba-electrica/general-motors/48.png
FP3522,GENERAL MOTORS,Chevrolet,Silverado 3500,,,01-03,6.0L / 8.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/49.png
FP3522,GENERAL MOTORS,GMC,Sierra 3500,,,01-03,6.0L / 8.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/49.png
FP3536,General Motors,Buick,Park Avenue Ultra,,,00-05,3.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS PERFORMANCE,,/web/4/css/assets/product/bomba-electrica/general-motors/5.png
FP3536,General Motors,Buick,Riviera,,,98-99,3.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS PERFORMANCE,,/web/4/css/assets/product/bomba-electrica/general-motors/5.png
FP3536,General Motors,Pontiac,Bonneville SSEi,,,00-03,3.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS PERFORMANCE,,/web/4/css/assets/product/bomba-electrica/general-motors/5.png
FP3527,GENERAL MOTORS,Chevrolet,S10,,,00-02,2.2L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/50.png
FP3527,GENERAL MOTORS,GMC,Sonoma,,,00-02,2.2L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/50.png
FP3529,GENERAL MOTORS,Chevrolet,Lumina,,,99-01,3.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SEDÁN,,/web/4/css/assets/product/bomba-electrica/general-motors/51.png
FP3529,GENERAL MOTORS,Chevrolet,Monte Carlo,,,99,3.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SEDÁN,,/web/4/css/assets/product/bomba-electrica/general-motors/51.png
FP3530,GENERAL MOTORS,Chevrolet,Silverado 3500,,,01-03,6.0L / 8.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/52.png
FP3530,GENERAL MOTORS,GMC,Sierra 3500,,,01-03,6.0L / 8.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/52.png
FP3534,GENERAL MOTORS,Chevrolet,Tahoe,,,98-99,5.7L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/53.png
FP3534,GENERAL MOTORS,GMC,Yukon,,,98-99,5.7L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/53.png
FP3539,GENERAL MOTORS,Chevrolet,Venture,,,01-04,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS MINIVANS,,/web/4/css/assets/product/bomba-electrica/general-motors/54.png
FP3539,GENERAL MOTORS,Oldsmobile,Silhouette,,,98-99,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS MINIVANS,,/web/4/css/assets/product/bomba-electrica/general-motors/54.png
FP3539,GENERAL MOTORS,Pontiac,Montana,,,01-04,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS MINIVANS,,/web/4/css/assets/product/bomba-electrica/general-motors/54.png
FP3551,GENERAL MOTORS,Chevrolet,Express 3500,,,01-02,5.7L / 8.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS & VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/55.png
FP3551,GENERAL MOTORS,GMC,Savana 3500,,,01-02,5.7L / 8.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS & VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/55.png
FP3552,GENERAL MOTORS,Chevrolet,Venture,,,02-05,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS MINIVANS,,/web/4/css/assets/product/bomba-electrica/general-motors/56.png
FP3552,GENERAL MOTORS,Oldsmobile,Silhouette,,,02-04,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS MINIVANS,,/web/4/css/assets/product/bomba-electrica/general-motors/56.png
FP3552,GENERAL MOTORS,Pontiac,Montana,,,02-05,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS MINIVANS,,/web/4/css/assets/product/bomba-electrica/general-motors/56.png
FP3559,GENERAL MOTORS,Chevrolet,Tahoe,,,02-04,5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/57.png
FP3559,GENERAL MOTORS,GMC,Yukon,,,02-04,5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/57.png
FP3560,GENERAL MOTORS,Chevrolet,Suburban 1500,,,02-04,5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/58.png
FP3560,GENERAL MOTORS,GMC,Yukon XL 1500,,,02-04,5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/58.png
FP3563,GENERAL MOTORS,Chevrolet,S10,,,02-03,4.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/59.png
FP3563,GENERAL MOTORS,GMC,Sonoma,,,02-03,4.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/59.png
FP3537,General Motors,Buick,Century,,,98-99,3.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS,,/web/4/css/assets/product/bomba-electrica/general-motors/6.png
FP3537,General Motors,Buick,Regal,,,98-99,3.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS,,/web/4/css/assets/product/bomba-electrica/general-motors/6.png
FP3537,General Motors,Oldsmobile,Intrigue,,,99-00,3.5L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS,,/web/4/css/assets/product/bomba-electrica/general-motors/6.png
FP3537,General Motors,Oldsmobile,Intrigue,,,98-99,3.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS,,/web/4/css/assets/product/bomba-electrica/general-motors/6.png
FP3537,General Motors,Pontiac,Grand Prix,,,98-00,3.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS,,/web/4/css/assets/product/bomba-electrica/general-motors/6.png
FP3537,General Motors,Pontiac,Grand Prix,,,98-00,3.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS,,/web/4/css/assets/product/bomba-electrica/general-motors/6.png
FP3566,GENERAL MOTORS,Chevrolet,S10,,,03-04,4.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/60.png
FP3566,GENERAL MOTORS,GMC,Sonoma,,,03-04,4.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/60.png
FP3568,GENERAL MOTORS,Chevrolet,Express 3500,,,01-02,5.7L / 8.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS VAN,,/web/4/css/assets/product/bomba-electrica/general-motors/61.png
FP3568,GENERAL MOTORS,GMC,Savana 3500,,,01-02,5.7L / 8.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS VAN,,/web/4/css/assets/product/bomba-electrica/general-motors/61.png
FP3569,GENERAL MOTORS,Chevrolet,Blazer,,,03-05,4.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/62.png
FP3569,GENERAL MOTORS,GMC,Jimmy,,,03-05,4.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SUV,,/web/4/css/assets/product/bomba-electrica/general-motors/62.png
FP3572,GENERAL MOTORS,Chevrolet,Silverado 1500,,,02-04,5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/63.png
FP3572,GENERAL MOTORS,GMC,Sierra 1500,,,02-04,5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS,,/web/4/css/assets/product/bomba-electrica/general-motors/63.png
FP3573,GENERAL MOTORS,Chevrolet,Express 2500 / LS,,,02,4.3L / 5.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS & VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/64.png
FP3573,GENERAL MOTORS,Chevrolet,Express 3500 / LS,,,01-02,5.7L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS & VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/64.png
FP3573,GENERAL MOTORS,GMC,Savana 2500 / SLT,,,02,4.3L / 5.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS & VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/64.png
FP3583,GENERAL MOTORS,Chevrolet,Express 3500,,,05-08,4.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS & VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/65.png
FP3583,GENERAL MOTORS,Chevrolet,Express 3500,,,04-08,6.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS & VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/65.png
FP3583,GENERAL MOTORS,GMC,Savana 3500,,,05-08,4.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS & VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/65.png
FP3583,GENERAL MOTORS,GMC,Savana 3500,,,04-08,6.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS TRUCKS & VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/65.png
FP3584,GENERAL MOTORS,Chevrolet,Express 1500,,,03,4.3L / 5.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/66.png
FP3584,GENERAL MOTORS,Chevrolet,Express 2500,,,03,4.3L / 4.8L / 6.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/66.png
FP3584,GENERAL MOTORS,GMC,Savana 2500,,,03,4.8L / 6.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/66.png
FP3587,GENERAL MOTORS,Chevrolet,Avalanche 2500,,,04-06,8.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS (AUXILIAR),,/web/4/css/assets/product/bomba-electrica/general-motors/67.png
FP3587,GENERAL MOTORS,Chevrolet,Suburban 2500,,,04-07,6.0L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS (AUXILIAR),,/web/4/css/assets/product/bomba-electrica/general-motors/67.png
FP3587,GENERAL MOTORS,Chevrolet,Suburban 2500,,,04-06,8.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS (AUXILIAR),,/web/4/css/assets/product/bomba-electrica/general-motors/67.png
FP3588,GENERAL MOTORS,Chevrolet,Express 1500 / 2500,,,04,4.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/68.png
FP3588,GENERAL MOTORS,GMC,Savana 1500 / 2500,,,04,4.3L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS VANS,,/web/4/css/assets/product/bomba-electrica/general-motors/68.png
FP3591,GENERAL MOTORS,Chevrolet,Malibu,,,08,2.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SEDÁN,,/web/4/css/assets/product/bomba-electrica/general-motors/69.png
FP3591,GENERAL MOTORS,Chevrolet,Malibu,,,04-08,3.5L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SEDÁN,,/web/4/css/assets/product/bomba-electrica/general-motors/69.png
FP3591,GENERAL MOTORS,Chevrolet,Malibu,,,06-07,3.9L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SEDÁN,,/web/4/css/assets/product/bomba-electrica/general-motors/69.png
FP3591,GENERAL MOTORS,Pontiac,G6,,,06-08,2.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SEDÁN,,/web/4/css/assets/product/bomba-electrica/general-motors/69.png
FP3591,GENERAL MOTORS,Pontiac,G6,,,07-08,3.6L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS SEDÁN,,/web/4/css/assets/product/bomba-electrica/general-motors/69.png
FP3542,General Motors,Buick,Century,,,00-05,3.1L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS,,/web/4/css/assets/product/bomba-electrica/general-motors/7.png
FP3542,General Motors,Buick,Regal,,,00-04,3.8L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS,,/web/4/css/assets/product/bomba-electrica/general-motors/7.png
FP3542,General Motors,Chevrolet,Impala / Monte Carlo,,,00-05,3.4L,Refacción,BOMBAS DE GASOLINA - LÍNEA GENERAL MOTORS,,/web/4/css/assets/product/bomba-electrica/general-motors/7.png
